29/11/2006,15,13,10,12,9,8,89,81,72,1030,1028,1025,11,7,5,16,6,37,0,,
30/11/2006,21,18,14,13,13,11,93,74,55,1025,1022,1015,16,12,6,27,9,45,T,,
01/12/2006,21,16,9,17,14,-3,93,67,41,1014,1007,998,16,14,2,37,13,71,5.84,Rain,
02/12/2006,9,7,4,-2,-4,-7,57,46,34,1029,1020,1010,16,16,16,34,13,60,0,,
03/12/2006,8,5,2,-2,-5,-7,57,47,36,1032,1028,1021,16,16,16,21,8,32,0,,
04/12/2006,5,2,-1,-4,-8,-12,59,46,32,1022,1019,1016,16,16,16,29,11,52,0,,
05/12/2006,3,1,-2,-8,-11,-12,53,44,35,1029,1024,1021,16,16,16,27,10,42,0,,
06/12/2006,9,4,-1,2,-4,-8,61,50,39,1029,1024,1016,16,16,16,27,10,48,0,,
07/12/2006,12,4,-3,2,-3,-13,65,50,35,1017,1014,1011,16,16,16,34,11,61,0,,
08/12/2006,-2,-4,-8,-10,-16,-19,51,43,34,1027,1022,1017,16,16,16,37,18,64,0,,
09/12/2006,3,-1,-4,-10,-12,-14,60,44,27,1029,1027,1026,16,16,16,24,13,47,0,,
10/12/2006,12,7,2,-4,-8,-13,39,32,24,1027,1026,1024,16,16,16,24,11,39,0,,
11/12/2006,14,11,7,-3,-6,-9,45,33,20,1033,1029,1026,16,16,16,14,7,21,0,,
12/12/2006,9,8,7,5,2,-1,71,58,45,1036,1035,1032,16,16,16,24,9,40,0,,
13/12/2006,13,11,9,11,9,6,93,84,74,1031,1023,1018,16,11,2,23,10,45,5.33,Rain,
14/12/2006,14,11,8,7,7,6,93,77,61,1019,1016,1013,14,8,3,23,8,39,0,,
15/12/2006,11,9,7,6,6,3,93,82,71,1012,1009,1005,16,8,4,29,6,52,0.25,Rain,
16/12/2006,11,8,5,1,-2,-3,60,50,39,1023,1018,1010,16,16,16,21,9,35,0,,
17/12/2006,13,9,6,3,1,-3,62,53,43,1023,1020,1016,16,16,16,26,9,39,0,,
18/12/2006,15,11,7,8,3,-4,67,56,45,1023,1018,1015,16,16,16,24,9,45,0,,
19/12/2006,7,5,2,-4,-6,-8,50,45,40,1028,1025,1022,16,16,16,26,9,37,0,,
20/12/2006,7,4,1,-4,-6,-7,61,49,36,1032,1029,1027,16,16,16,24,9,37,0,,
21/12/2006,12,8,3,-2,-4,-6,64,46,28,1028,1025,1023,16,16,14,29,8,40,0,,
22/12/2006,9,7,4,8,1,-8,100,68,36,1030,1026,1019,16,12,2,19,8,26,11.94,Rain,
23/12/2006,15,12,9,13,9,0,100,72,43,1020,1011,1006,16,9,2,24,11,42,19.81,Rain,
24/12/2006,11,9,6,1,-1,-3,60,50,39,1024,1017,1012,16,16,16,32,12,58,0,,
25/12/2006,7,6,4,6,1,-3,96,73,49,1024,1017,1005,16,12,4,21,8,34,9.4,Rain,
26/12/2006,12,9,6,9,6,-1,93,76,58,1004,999,994,16,9,1,24,12,39,2.03,"Fog , Rain",
27/12/2006,6,5,3,-1,-4,-7,65,54,43,1022,1012,1001,16,16,16,34,12,45,0,,
28/12/2006,9,6,2,-1,-3,-6,59,51,42,1031,1028,1023,16,16,16,21,8,34,0,,
29/12/2006,9,6,3,0,-2,-8,62,51,39,1038,1036,1032,16,16,16,19,7,24,0,,
30/12/2006,8,5,1,2,-2,-6,65,55,44,1037,1031,1026,16,16,16,24,7,42,0,,
31/12/2006,7,4,1,2,-4,-7,70,53,36,1032,1029,1024,16,16,16,21,8,34,0,,
01/01/2007,1,13,11,7,13,10,2,100,85,70,1023,1012,1006,16,5,1,23,6,39,38.61,"Fog , Rain"
02/01/2007,2,10,8,5,4,-4,-7,71,54,36,1028,1020,1008,16,16,16,29,14,53,0,
03/01/2007,3,11,7,3,0,-3,-4,59,49,38,1029,1026,1023,16,16,16,24,9,45,0,
04/01/2007,4,13,10,6,6,2,0,70,59,47,1023,1021,1017,16,16,16,26,13,40,0,
05/01/2007,5,17,14,12,15,12,8,96,79,61,1017,1014,1009,16,13,6,27,9,45,0.76,Rain
06/01/2007,6,22,17,12,16,12,3,90,67,44,1016,1007,1003,16,15,6,35,12,53,0.25,Rain
07/01/2007,7,12,9,7,7,0,-5,93,63,32,1028,1023,1015,16,15,6,26,10,47,4.32,Rain
08/01/2007,8,13,8,3,12,6,-9,93,65,36,1014,1006,1000,16,9,2,32,13,52,31.75,Rain
09/01/2007,9,7,4,1,-3,-7,-9,64,50,36,1011,1010,1007,16,16,16,29,11,45,0,
10/01/2007,10,2,1,-2,-8,-12,-15,64,46,27,1031,1021,1011,16,16,16,29,13,50,T,
11/01/2007,11,3,0,-3,-6,-10,-12,55,45,35,1038,1035,1031,16,16,16,26,9,42,0,
12/01/2007,12,9,6,3,1,-2,-6,64,55,46,1031,1027,1024,16,16,16,26,12,45,0.25,
13/01/2007,13,13,11,7,9,7,3,83,72,60,1026,1023,1020,16,15,10,21,9,37,1.52,Rain
14/01/2007,14,8,7,5,6,6,3,100,88,76,1025,1023,1021,16,6,1,19,7,48,2.29,Rain
15/01/2007,15,14,9,4,10,5,3,96,90,83,1022,1014,1006,16,6,2,21,6,32,1.52,Rain
16/01/2007,16,13,4,-6,9,-4,-16,89,64,38,1028,1015,1007,16,15,10,34,15,56,0.25,
17/01/2007,17,-2,-4,-7,-14,-16,-18,45,39,33,1041,1037,1029,16,16,16,34,10,53,0,
18/01/2007,18,3,-1,-4,1,-3,-14,96,69,42,1040,1028,1018,16,9,2,19,5,29,2.29,Snow
19/01/2007,19,5,2,-1,0,-3,-9,92,67,41,1016,1010,1007,16,10,1,35,12,60,2.29,Snow
20/01/2007,20,0,-3,-6,-4,-11,-18,75,53,31,1025,1015,1010,16,13,0,35,18,66,0.51,"Fog , Snow"
21/01/2007,21,-2,-4,-7,-13,-16,-18,51,40,29,1029,1026,1021,16,16,16,23,6,34,0,
22/01/2007,22,1,-1,-3,-4,-6,-13,78,60,42,1020,1013,1009,16,16,14,11,3,19,0,
23/01/2007,23,2,0,-2,-5,-8,-10,78,61,43,1013,1011,1008,16,16,16,23,10,35,0,
24/01/2007,24,4,2,0,-6,-8,-10,61,51,40,1016,1014,1013,16,16,16,21,9,32,0,
25/01/2007,25,1,-4,-9,-6,-12,-21,69,49,28,1013,1010,1007,16,16,13,24,8,40,0.25,Snow
26/01/2007,26,-6,-9,-13,-18,-20,-22,55,43,31,1016,1015,1012,16,16,16,27,20,53,0,
27/01/2007,27,5,-1,-7,-1,-9,-17,55,48,41,1015,1009,1005,16,16,13,19,6,32,0.25,Rain
28/01/2007,28,5,2,-1,1,-3,-7,85,65,44,1006,1004,1001,16,12,2,23,6,34,1.27,"Rain , Snow"
29/01/2007,29,-1,-3,-6,-4,-12,-18,85,59,32,1016,1010,1002,16,14,2,29,14,52,0.25,Snow
30/01/2007,30,2,-2,-6,-2,-9,-14,72,56,40,1017,1013,1010,16,13,1,26,8,45,2.54,Snow
31/01/2007,31,1,-2,-4,-3,-9,-14,92,64,36,1020,1015,1010,16,14,3,27,13,45,1.52,Snow
01/02/2007,1,1,-1,-3,-4,-8,-14,72,57,42,1020,1016,1012,16,16,14,24,9,40,0,
02/02/2007,2,3,2,0,2,-1,-4,92,81,69,1011,1005,1002,16,9,3,16,5,26,5.84,Rain
03/02/2007,3,2,-2,-5,-2,-14,-20,82,54,26,1015,1012,1003,16,16,10,27,14,50,0,
04/02/2007,4,-2,-5,-8,-12,-21,-24,55,39,23,1020,1017,1014,16,16,16,35,16,61,0,
05/02/2007,5,-8,-11,-13,-21,-23,-24,42,35,27,1023,1021,1018,16,16,16,35,18,60,0,
06/02/2007,6,-4,-8,-12,-18,-20,-22,53,42,31,1024,1021,1017,16,16,16,27,14,39,0,
07/02/2007,7,-4,-7,-11,-16,-19,-22,67,46,25,1017,1015,1013,16,15,6,24,12,42,T,Snow
08/02/2007,8,-2,-6,-10,-17,-18,-20,53,39,24,1015,1014,1012,16,16,16,32,14,52,0,
09/02/2007,9,0,-4,-8,-13,-16,-18,49,41,33,1016,1013,1011,16,16,16,32,17,50,0,
10/02/2007,10,1,-2,-5,-12,-14,-16,59,47,34,1021,1016,1013,16,16,16,26,10,40,0,
11/02/2007,11,1,-3,-7,-15,-16,-17,51,40,29,1025,1022,1021,16,16,16,24,9,37,0,
12/02/2007,12,4,1,-2,-8,-11,-16,47,41,34,1025,1023,1020,16,16,16,23,9,34,0,
13/02/2007,13,0,-3,-6,-9,-14,-20,68,47,26,1030,1025,1018,16,14,4,29,13,42,0.76,Snow
14/02/2007,14,-2,-5,-9,-4,-8,-17,96,75,54,1018,999,987,16,5,0,42,22,63,23.88,"Fog , Rain , Snow"
15/02/2007,15,-4,-7,-9,-14,-18,-20,61,47,32,1012,1009,1003,16,16,16,27,17,47,0,
16/02/2007,16,-2,-6,-10,-14,-16,-18,58,47,35,1010,1009,1006,16,16,16,29,16,50,0,
17/02/2007,17,2,-3,-7,-6,-13,-16,52,42,32,1012,1010,1007,16,16,16,24,10,35,0,
18/02/2007,18,1,-3,-8,-6,-11,-20,69,52,35,1012,1006,1004,16,16,16,34,12,63,0,
19/02/2007,19,-1,-6,-11,-13,-18,-21,50,41,32,1019,1017,1013,16,16,16,37,15,60,0,
20/02/2007,20,8,3,-2,2,-6,-12,79,60,41,1014,1008,1004,16,15,8,21,10,34,2.54,Rain
21/02/2007,21,9,7,4,2,-3,-7,85,60,34,1014,1010,1004,16,15,11,19,5,40,0.25,Rain
22/02/2007,22,7,5,2,2,-1,-7,85,65,44,1013,1004,1000,16,14,3,23,9,39,5.33,Rain
23/02/2007,23,4,-1,-6,-4,-11,-17,64,48,31,1016,1010,1001,16,16,16,35,19,56,0,
24/02/2007,24,6,-1,-7,-9,-12,-14,56,44,31,1021,1017,1014,16,16,16,35,16,61,0,
25/02/2007,25,3,-1,-4,-2,-7,-11,92,65,38,1023,1017,1009,16,10,1,23,7,50,4.83,Snow
26/02/2007,26,2,1,-1,0,-2,-2,96,86,75,1012,1009,1007,16,8,2,26,9,39,7.11,Snow
27/02/2007,27,6,4,1,0,-1,-1,89,76,62,1016,1013,1011,16,13,6,13,3,32,T,Snow
28/02/2007,28,8,5,2,-1,-6,-10,70,49,28,1021,1018,1015,16,16,16,19,8,29,0,
01/03/2007,1,8,4,1,0,-6,-10,59,45,31,1023,1019,1013,16,15,3,19,7,40,3.56,Rain
02/03/2007,2,14,8,2,11,3,-10,100,60,20,1012,1001,993,16,7,1,29,12,60,61.21,Rain
03/03/2007,3,15,10,4,-1,-5,-9,53,38,22,1005,1003,1000,16,16,14,27,7,50,0,
04/03/2007,4,4,3,1,-6,-9,-12,61,48,35,1010,1007,1004,16,16,16,27,14,47,0,
05/03/2007,5,5,-1,-6,-3,-9,-18,53,42,31,1016,1009,1005,16,14,1,35,16,66,T,Snow
06/03/2007,6,-6,-9,-12,-16,-23,-26,49,36,22,1031,1026,1016,16,16,16,39,20,63,0,
07/03/2007,7,-5,-8,-11,-11,-14,-24,80,56,31,1030,1026,1021,16,9,1,16,6,27,1.02,Snow
08/03/2007,8,1,-3,-8,-13,-16,-23,56,43,29,1031,1024,1021,16,16,16,29,12,50,0,
09/03/2007,9,2,-4,-11,-6,-16,-23,69,46,23,1035,1032,1029,16,16,16,21,7,29,0,
10/03/2007,10,14,7,0,7,1,-6,79,69,59,1029,1024,1019,16,15,10,21,8,37,1.78,Rain
11/03/2007,11,10,7,3,7,1,-6,86,61,36,1026,1022,1019,16,13,6,24,11,40,4.06,Rain
12/03/2007,12,14,8,2,-3,-5,-8,56,39,21,1027,1025,1022,16,16,16,23,6,32,0,
13/03/2007,13,14,10,6,4,0,-4,71,53,35,1023,1021,1018,16,16,16,21,5,32,0,
14/03/2007,14,21,14,8,10,7,4,76,59,42,1018,1014,1010,16,14,11,19,6,29,0,
15/03/2007,15,19,11,2,11,6,1,92,74,56,1023,1015,1009,16,14,10,32,10,50,8.13,Rain
16/03/2007,16,2,-1,-3,1,-3,-5,92,85,78,1024,1019,1006,16,4,1,37,20,48,51.56,Snow
17/03/2007,17,3,0,-4,-4,-6,-11,92,70,47,1009,1004,1001,16,12,1,27,14,45,0.76,Rain
18/03/2007,18,4,1,-3,-6,-12,-17,75,48,20,1023,1014,1009,16,16,16,32,15,56,0,
19/03/2007,19,6,3,-1,-1,-8,-13,65,48,30,1029,1025,1018,16,16,16,27,10,39,T,Rain
20/03/2007,20,10,6,1,1,-6,-13,65,45,25,1038,1026,1017,16,16,16,26,12,48,0,
21/03/2007,21,4,1,-3,-1,-9,-16,76,54,32,1042,1039,1034,16,16,16,26,11,37,0,
22/03/2007,22,19,12,4,12,6,0,89,73,56,1033,1025,1017,16,14,8,26,10,40,0.51,Rain
23/03/2007,23,16,13,11,12,8,1,86,68,50,1024,1021,1017,16,14,6,24,6,42,2.29,Rain
24/03/2007,24,12,9,6,4,-1,-6,89,62,35,1029,1025,1022,16,15,10,27,9,40,0.76,Rain
25/03/2007,25,12,8,3,4,2,0,92,69,46,1033,1029,1022,16,15,10,24,9,34,0,
26/03/2007,26,12,8,4,7,3,1,79,70,61,1033,1026,1017,16,16,16,23,9,37,0,
27/03/2007,27,26,18,10,11,8,7,80,58,36,1019,1015,1014,16,16,13,26,9,42,0.25,
28/03/2007,28,18,13,7,7,0,-13,71,43,14,1028,1023,1019,16,16,16,26,9,37,0,
29/03/2007,29,14,9,3,-11,-14,-18,30,20,10,1031,1029,1026,16,16,16,29,10,50,0,
30/03/2007,30,20,12,4,-9,-13,-20,34,20,6,1030,1025,1020,16,16,16,21,6,35,0,
31/03/2007,31,16,11,6,-2,-6,-14,57,35,13,1025,1024,1022,16,16,16,24,8,32,0,
01/04/2007,1,10,8,6,5,1,-4,70,55,39,1025,1022,1016,16,12,3,24,9,29,1.52,Rain
02/04/2007,2,13,9,6,7,6,4,96,81,66,1018,1015,1012,13,7,2,14,7,21,1.52,Rain
03/04/2007,3,17,12,6,6,5,3,93,71,49,1021,1020,1017,16,11,3,27,7,40,0,
04/04/2007,4,6,5,4,4,3,1,93,83,73,1021,1010,1004,16,9,2,29,11,42,21.59,Rain
05/04/2007,5,7,4,1,3,-4,-11,82,58,33,1009,1005,1003,16,16,6,32,15,60,T,Snow
06/04/2007,6,6,3,-1,-7,-9,-10,58,46,34,1009,1008,1007,16,16,16,24,9,39,T,
07/04/2007,7,6,3,-1,-8,-11,-13,53,39,25,1008,1006,1003,16,16,16,24,10,39,0,
08/04/2007,8,5,2,-1,-6,-9,-12,58,47,35,1014,1011,1008,16,16,16,29,13,48,0,
09/04/2007,9,9,5,0,-7,-8,-9,52,42,31,1016,1015,1013,16,16,16,24,10,37,0,
10/04/2007,10,11,6,1,-6,-8,-10,61,43,24,1020,1017,1015,16,16,16,24,10,39,0,
11/04/2007,11,10,6,2,-1,-6,-9,62,47,31,1023,1021,1018,16,16,16,23,8,34,T,
12/04/2007,12,7,6,4,4,2,-3,93,71,49,1017,1008,1004,16,8,1,32,13,48,35.05,Rain
13/04/2007,13,9,8,6,2,-1,-3,79,61,42,1015,1010,1006,16,16,3,35,16,58,0,
14/04/2007,14,13,9,4,1,-3,-5,56,42,27,1017,1015,1014,16,16,16,26,9,39,0,
15/04/2007,15,13,9,4,12,6,-2,100,73,46,1014,1000,981,16,4,1,29,11,50,192.28,"Fog , Rain"
16/04/2007,16,9,6,3,8,5,1,100,85,70,991,977,969,16,8,1,24,12,40,22.86,Rain
17/04/2007,17,11,8,6,4,2,1,89,71,52,1002,998,991,16,16,10,29,15,48,1.02,Rain
18/04/2007,18,11,8,6,4,2,1,76,66,56,1012,1008,1003,16,16,16,27,12,47,0,
19/04/2007,19,16,12,7,4,3,0,76,58,40,1017,1013,1011,16,16,16,24,8,34,0.25,Rain
20/04/2007,20,22,14,7,1,-2,-7,65,40,15,1020,1018,1016,16,16,16,27,9,37,0,
21/04/2007,21,26,17,7,2,-2,-6,65,39,12,1021,1020,1017,16,16,16,16,4,23,0,
22/04/2007,22,26,19,13,-1,-3,-6,35,24,13,1023,1022,1020,16,16,16,24,5,35,0,
23/04/2007,23,30,22,14,7,3,1,47,33,18,1021,1016,1010,16,16,16,26,10,48,0,
24/04/2007,24,24,19,14,12,5,-2,57,39,20,1017,1013,1010,16,16,16,23,10,39,0,
25/04/2007,25,19,14,8,8,3,-5,86,57,27,1020,1017,1014,16,15,5,23,11,29,3.56,Rain
26/04/2007,26,16,12,8,7,5,3,86,69,51,1023,1021,1019,16,16,16,24,7,35,T,
27/04/2007,27,13,11,8,12,9,6,100,90,80,1018,1013,1009,16,6,1,19,5,29,51.82,"Fog , Rain"
28/04/2007,28,22,17,12,12,9,7,93,67,40,1009,1008,1006,16,13,6,23,6,39,0,
29/04/2007,29,19,16,13,9,7,6,77,60,42,1012,1009,1007,16,16,16,5,8,8,T,
30/04/2007,30,27,19,11,7,2,-7,71,42,13,1013,1008,1003,16,16,16,34,12,56,T,
01/05/2007,1,22,16,11,10,2,-3,46,35,23,1017,1014,1012,16,14,3,21,6,27,8.13,Rain
02/05/2007,2,20,15,10,11,7,-1,96,62,28,1019,1012,1008,16,13,3,19,6,34,2.54,Rain
03/05/2007,3,22,17,11,2,-2,-7,43,29,14,1024,1022,1020,16,16,16,16,5,27,0,
04/05/2007,4,22,16,10,4,-4,-7,59,37,15,1025,1022,1020,16,16,16,21,6,35,0,
05/05/2007,5,23,17,11,2,-2,-6,54,36,18,1022,1020,1016,16,16,16,26,7,42,0,
06/05/2007,6,17,13,8,4,-1,-8,71,48,24,1032,1028,1021,16,16,16,32,12,53,0,
07/05/2007,7,19,13,7,3,0,-3,76,50,24,1033,1030,1028,16,16,16,23,6,29,0,
08/05/2007,8,22,16,8,11,4,-2,75,49,22,1028,1024,1021,16,16,16,21,4,34,0,
09/05/2007,9,28,21,14,17,14,12,93,69,45,1021,1019,1016,16,16,16,21,8,40,0,
10/05/2007,10,25,21,16,17,17,15,90,75,60,1017,1015,1013,16,15,10,21,7,34,0,
11/05/2007,11,25,21,16,19,16,14,93,81,69,1014,1012,1010,16,9,2,23,3,29,4.83,Rain
12/05/2007,12,23,18,12,17,11,8,100,71,41,1017,1015,1012,16,15,10,23,9,39,4.57,Rain
13/05/2007,13,20,15,9,12,1,-8,100,58,16,1023,1019,1016,16,15,10,26,11,42,0,
14/05/2007,14,21,16,9,3,-1,-4,50,36,21,1027,1024,1022,16,16,16,21,9,37,0,
15/05/2007,15,29,21,13,13,9,3,62,47,32,1021,1013,1008,16,16,16,27,12,47,0,
16/05/2007,16,29,22,15,18,16,14,100,70,40,1010,1007,1002,16,9,1,35,9,64,21.08,Rain
17/05/2007,17,21,17,12,12,9,7,80,63,45,1023,1017,1010,16,16,16,19,7,34,0,
18/05/2007,18,12,11,9,8,6,4,80,73,66,1023,1021,1017,16,16,16,34,11,47,T,
19/05/2007,19,14,12,10,10,7,5,89,73,57,1017,1014,1011,16,14,6,21,6,35,5.33,Rain
